,Unnamed: 0,Star,Style,Review,Date
137,137,별 5개 중 5.0,스타일: 베스트 셀러 팩,I don’t drink coffee but husband LOVES coffee and these were bought for him. He loves the favor. We’ve purchased more than once already.,Reviewed in the United States 🇺🇸 on 2022년 5월 2일
138,138,별 5개 중 5.0,스타일: 베스트 셀러 팩,Blue arms to be a balanced flavor,Reviewed in the United States 🇺🇸 on 2022년 4월 9일
139,139,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love the nespresso machine and all of their coffees are good. This is a particularly good blend,Reviewed in the United States 🇺🇸 on 2022년 6월 13일
140,140,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Play Video
 Todo perfecto",Reviewed in the United States 🇺🇸 on 2022년 6월 29일
141,141,별 5개 중 5.0,스타일: 베스트 셀러 팩,These are great if you’re looking for a variety of coffee choices in the morning. 3 different kinds all different in their flavor profiles. Plus you get a lot of pods for the price. Almost lasts me a month!,Reviewed in the United States 🇺🇸 on 2022년 6월 5일
142,142,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love the flavor and the richness of this coffee. It is my go to....,Reviewed in the United States 🇺🇸 on 2022년 5월 30일
143,143,별 5개 중 5.0,스타일: 베스트 셀러 팩,The capsules in this collection are a great variety.,Reviewed in the United States 🇺🇸 on 2022년 3월 30일
144,144,별 5개 중 5.0,스타일: 베스트 셀러 팩,I’m so excited to try them I just haven’t received the nespresso machine yet,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
145,145,별 5개 중 5.0,스타일: 베스트 셀러 팩,"While these are more on the pricey side, they are so worth it. Always delicious. And love the fact that the capsules recycle.",Reviewed in the United States 🇺🇸 on 2020년 1월 30일
146,146,별 5개 중 4.0,스타일: 베스트 셀러 팩,"Great, but if you order directly from Nespresso, for the same price, you're guaranteed a quality product, you'll get free samples, plus a recycling bag.",Reviewed in the United States 🇺🇸 on 2022년 6월 22일
147,147,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great coffee! Just what I was looking for and delivers quick!,Reviewed in the United States 🇺🇸 on 2022년 5월 31일
148,148,별 5개 중 5.0,스타일: 베스트 셀러 팩,I enjoy the quality of the Nespresso machine and capsules. Tastes like specialty coffee shop joe without the cost.,Reviewed in the United States 🇺🇸 on 2022년 6월 8일
149,149,별 5개 중 4.0,스타일: 베스트 셀러 팩,They are good quality and a great value especially with a subscription.,Reviewed in the United States 🇺🇸 on 2022년 5월 9일
150,150,별 5개 중 4.0,스타일: 베스트 셀러 팩,When I first discovered the Nespresso pods were sold on Amazon it was advertised that a recycling bag would be included. That only occurred one time. I have not received any capsule recycling bags since.,Reviewed in the United States 🇺🇸 on 2022년 4월 30일
151,151,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I like the flavors of the 3 coffees. I like the fact that I can reuse the pods with a refill kit I bought. Nespresso coffees are elegant, rich and the crema is the crowning glory.",Reviewed in the United States 🇺🇸 on 2022년 5월 29일
152,152,별 5개 중 5.0,스타일: 베스트 셀러 팩,If You have a machine nespresso...this is the best...stormio is a favorite fantastic flavor,Reviewed in the United States 🇺🇸 on 2022년 5월 16일
153,153,별 5개 중 5.0,스타일: 베스트 셀러 팩,The Coffe taste great that is why I ordered again but they sent me one that will expire 5-31-22 so seems they sending old coffe,Reviewed in the United States 🇺🇸 on 2022년 4월 7일
154,154,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love the product just not the price,Reviewed in the United States 🇺🇸 on 2022년 4월 10일
155,155,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Love it, it’s us always my favorite.",Reviewed in the United States 🇺🇸 on 2022년 3월 8일
156,156,별 5개 중 5.0,스타일: 베스트 셀러 팩,Si,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
157,157,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love my Nespresso Vertuo machine and have been very pleased with every coffee purchase made so far.,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
158,158,별 5개 중 5.0,스타일: 베스트 셀러 팩,Always fast and exactly what I ordered,Reviewed in the United States 🇺🇸 on 2022년 9월 3일
159,159,별 5개 중 5.0,스타일: 베스트 셀러 팩,Fast!,Reviewed in the United States 🇺🇸 on 2022년 6월 7일
160,160,별 5개 중 5.0,스타일: 베스트 셀러 팩,Best price you'll find for this coffee,Reviewed in the United States 🇺🇸 on 2022년 5월 14일
161,161,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Good coffee, easy to use, only hate the waste portion.",Reviewed in the United States 🇺🇸 on 2022년 7월 19일
162,162,별 5개 중 4.0,스타일: 베스트 셀러 팩,Taste super but a bit pricey,Reviewed in the United States 🇺🇸 on 2022년 5월 11일
163,163,별 5개 중 5.0,스타일: 베스트 셀러 팩,This is our favorite collection of coffee pods. I only wish we could find them for a lower price!,Reviewed in the United States 🇺🇸 on 2022년 5월 22일
164,164,별 5개 중 5.0,스타일: 베스트 셀러 팩,Always great flavor. Always tastes fresh,Reviewed in the United States 🇺🇸 on 2022년 4월 16일
165,165,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Always same day delivery, great taste, we are on our 5 or 6th order. Works great in the machine.",Reviewed in the United States 🇺🇸 on 2022년 5월 6일
166,166,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love the flavor! I also love that the pods are totally recyclable!,Reviewed in the United States 🇺🇸 on 2022년 5월 27일
167,167,별 5개 중 5.0,스타일: 베스트 셀러 팩,Nespresso vertuo was so delicious,Reviewed in the United States 🇺🇸 on 2022년 5월 14일
168,168,별 5개 중 5.0,스타일: 베스트 셀러 팩,They are good!,Reviewed in the United States 🇺🇸 on 2018년 8월 7일
169,169,별 5개 중 5.0,스타일: 베스트 셀러 팩,Liked the flavor of the coffee.,Reviewed in the United States 🇺🇸 on 2020년 1월 30일
170,170,별 5개 중 4.0,스타일: 베스트 셀러 팩,"The Nespresso is a very nice coffee-making machine. It has plenty of pressure and the coffee comes out ""foamy"" (good thing). Yes, the company needs to return a profit, but the pods are on the expensive side ($1.10 to $1.50 each). I think most people could live with $0.75 per pod, and Nespresso would still make a handsome profit.",Reviewed in the United States 🇺🇸 on 2022년 6월 23일
171,171,별 5개 중 5.0,스타일: 베스트 셀러 팩,I thought it was worth the money but still more expensive then other coffee brands,Reviewed in the United States 🇺🇸 on 2022년 4월 3일
172,172,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Excellent value for an exceptional coffee.
However, recycling bags should be included.",Reviewed in the United States 🇺🇸 on 2022년 5월 18일
173,173,별 5개 중 5.0,스타일: 베스트 셀러 팩,They tasted amazing. Will purchase again.,Reviewed in the United States 🇺🇸 on 2022년 5월 25일
174,174,별 5개 중 5.0,스타일: 베스트 셀러 팩,I’ve ordered these through the manufactures website and it takes over a week to arrive. Amazon has the same items at the same price and I got it in 1 day. Hassle free and the coffee is great tasting. Very nice selection of coffees.,Reviewed in the United States 🇺🇸 on 2022년 5월 17일
175,175,별 5개 중 5.0,스타일: 베스트 셀러 팩,For serious coffee lovers. Nespresso never disappoints. I spent a lot of money and proudly held a gold card at SB. Everyday I would get SB coffee. I went to visit a friend that made me a cup of Nespresso coffee it was amazing. As soon as I went home I ordered a machine. Worth every penny! Also saving money. One cup keeps me going all day and the flavors are amazing.,Reviewed in the United States 🇺🇸 on 2022년 4월 27일
176,176,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I am not a coffee drinker, but I purchased this as a Christmas gift for my wife, who uses one of these at work too. She absolutely loves it. The system is easy to use and I've been told the flavor of the coffee/espresso is wonderful. The pods are more expensive than other single cup systems, but I understand it's worth every bit of the money",Reviewed in the United States 🇺🇸 on 2022년 2월 10일
177,177,별 5개 중 5.0,스타일: 베스트 셀러 팩,Good coffee,Reviewed in the United States 🇺🇸 on 2022년 5월 19일
178,178,별 5개 중 5.0,스타일: 베스트 셀러 팩,"We have tried many other options, brands and even diy pods. None of them could give the same quality, foam and consistency.
Nespresso pods as they are originally made for their machines, they are always extremely consistent, excellent flavor, lots of foam and quality coffee with great flavor.
Paying a little extra for something original, beats the hassle and eliminates the disappointment.",Reviewed in the United States 🇺🇸 on 2022년 5월 5일
179,179,별 5개 중 5.0,스타일: 베스트 셀러 팩,Highlight of my day! These are sooooooo yummmy!!,Reviewed in the United States 🇺🇸 on 2022년 3월 2일
180,180,별 5개 중 5.0,스타일: 베스트 셀러 팩,"Amazon delivery times are shorter than what’s provided but Nespresso. And prices are often better for some flavor choices, as well.",Reviewed in the United States 🇺🇸 on 2018년 8월 7일
181,181,별 5개 중 3.0,스타일: 베스트 셀러 팩,"This is a great product. Tastes great, somewhat affordable. However, it came late, so that's why the 3 star rating!",Reviewed in the United States 🇺🇸 on 2020년 1월 30일
182,182,별 5개 중 5.0,스타일: 베스트 셀러 팩,Love the flavors and how fast I got them.,Reviewed in the United States 🇺🇸 on 2022년 1월 15일
183,183,별 5개 중 5.0,스타일: 베스트 셀러 팩,Switched to Nespresso after having a keurig. It’s so much better!,Reviewed in the United States 🇺🇸 on 2022년 4월 2일
184,184,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I love these pods, I was really upset the last couple orders I've received had pods with dents in them. They do not work in my nespresso machine. I'm very happy that Amazon made it right. I will continue ordering, I hope it was a fluke🤞🏽",Reviewed in the United States 🇺🇸 on 2022년 5월 13일
185,185,별 5개 중 5.0,스타일: 베스트 셀러 팩,Great product and speedy delivery!!!,Reviewed in the United States 🇺🇸 on 2022년 4월 19일
186,186,별 5개 중 5.0,스타일: 베스트 셀러 팩,"I like the coffee, it’s very creamy and rich. I wish it were just a little less expensive but I like it better than any other single serve coffees I’ve tried.",Reviewed in the United States 🇺🇸 on 2022년 5월 22일
187,187,별 5개 중 4.0,스타일: 베스트 셀러 팩,"The coffee is very good, but the pods are expensive (still cheaper than getting a drive-through coffee, though). The pods (colors, shape) are very attractive. Bought for my daughter & son-in-law as a hostess thank you gift.",Reviewed in the United States 🇺🇸 on 2022년 5월 22일
188,188,별 5개 중 5.0,스타일: 베스트 셀러 팩,I love love love these coffee pods! They are so good! In my opinion; they taste better than any cup of coffee I’ve gotten in Starbucks! I love these pods for my nespresso. These have been my favorite flavor bundle so far. Absolutely worth the money. I will be purchasing these again and highly recommend them,Reviewed in the United States 🇺🇸 on 2022년 6월 1일
189,189,별 5개 중 5.0,스타일: 베스트 셀러 팩,My husband loved his new Espresso machine and loved all the different flavors! Great product!,Reviewed in the United States 🇺🇸 on 2022년 5월 1일
